ZONA PORTUARIA;SOCIEDAD PORTUARIA;TIPO DE CARGA;EXPORTACION;IMPORTACIÓN;TRANSBORDO;TRANSITO INTERNACIONAL;FLUVIAL;CABOTAJE;AÑO VIGENCIA;MES VIGENCIA
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;20406;9782;0;;;;2020;3
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;1380;35921;0;;;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;171567;0;;;;2019;10
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;188;184;2114;;;;2018;6
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;42531;79908;167;486;;357;2019;11
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;345766;111469;0;;;126245;2020;3
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;0;0;0;;;18235;2019;12
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;39907;67795;0;;;;2018;2
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1836552;0;0;;;;2019;8
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;0;3404;0;;;6856;2018;10
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;128163;0;0;;;;2020;1
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL LIQUIDO;2537;0;0;;;;2020;11
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;3377;2019;12
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;10498;0;0;;;570;2019;3
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;87269;0;;;;2020;7
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;25456;23533;0;;;;2019;11
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;79;392;0;;;;2020;2
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;0;0;0;;;15489;2018;8
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;133171;0;;;;2020;5
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;72777;0;;;;2020;6
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;24230;0;;;;2020;11
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;61770;92661;251588;;;;2018;6
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;13071;0;;;;2019;11
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;10296;0;;;;2018;8
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;2015;0;;;;2019;2
CARTAGENA;COREMAR SHOREBASE SA;GRANEL LIQUIDO;0;0;0;;63;;2019;7
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;43;6;14;;;;2018;4
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;289960;0;;;161718;2020;12
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;0;57778;0;;7833;;2020;2
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GENERAL;7000;0;0;;;;2020;5
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;11000;0;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;2955;9541;950;;;464;2020;7
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1154246;0;0;;;;2018;10
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;74280;49513;0;;;;2020;7
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;56;17676;0;60;;;2018;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;15161;4745;0;;;;2019;8
BARRANQUILLA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;3096;2018;2
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;600;2018;9
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;76837;112869;400227;;;;2019;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;6978;11190;0;;;;2018;4
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;23999;0;;;;2019;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;55333;24786;625;;;;2018;6
CARTAGENA;COREMAR SHOREBASE SA;GRANEL LIQUIDO;0;0;0;;781;;2019;4
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;104236;0;0;;;;2020;8
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;0;3296;0;;;;2018;12
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;40373;0;;;;2019;6
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;77;0;;;3444;2020;10
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;132;0;;;3835;2018;11
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CARBON AL GRANEL;0;28665;0;;;;2020;6
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;252777;145526;0;;;164205;2018;3
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;144999;0;0;;;;2020;12
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6350;0;;;;2018;7
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4844;2020;2
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;24252;0;;;;2019;9
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;59469;0;0;;;;2018;3
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1419;2020;2
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;10486;0;0;;;;2019;11
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;0;124;;;2655;2018;5
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;51555;23113;0;;;;2018;6
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;299807;0;;;;2020;8
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;43686;0;0;;;;2020;2
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;3159;2018;1
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;7142;0;0;;;5929;2020;10
CARTAGENA;PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.;GRANEL LIQUIDO;0;1524;0;;;;2019;7
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;1274;0;;;;2020;1
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;38703;0;;;;2018;1
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;6599;8948;0;;;;2019;4
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;15454;0;0;;546;1842;2019;5
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;8226;6490;0;;;;2019;7
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;28006;5500;0;;;;2020;6
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;11926;0;;;;2019;4
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;CARBON AL GRANEL;52712;0;0;;;;2018;2
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;872081;0;0;;;;2018;6
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;0;3040;0;;;;2020;8
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;383145;0;;;25850;2020;1
CARTAGENA;PUERTO BUENAVISTA S.A;CONTENEDORES;995;0;0;;;;2019;4
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1355018;0;0;;;;2018;2
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;5118;0;0;;;4185;2019;12
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1590536;0;0;;;;2020;12
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;52300;13719;0;;;;2018;4
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;7220;0;0;;;918;2018;2
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;151530;239707;541963;;;;2018;6
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;11;263;0;;;;2019;11
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;142714;185010;1142647;;;;2018;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;32081;0;;;;2018;12
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;0;0;;;2071;2018;3
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;22934;8619;0;;11592;3048;2019;4
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;8693;1702;0;;;;2020;8
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1378148;0;0;;;;2020;3
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;114936;0;0;;;;2019;4
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;10350;0;;;;2018;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;50219;114484;0;;;7764;2020;3
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;2474;10369;0;;;;2020;1
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;0;34;0;;;;2019;6
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;0;0;;;2492;2020;4
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1109256;0;0;;;;2020;4
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4896;2019;7
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;12281;7940;0;;;;2019;6
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;1701;6658;0;;;;2018;7
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1755;2019;11
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;65;10979;0;;;;2020;10
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;44363;0;;;;2020;5
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;73837;31661;0;;;;2020;2
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;91030;0;;;;2018;12
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;15004;0;;;;2018;8
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;18659;0;;;;2019;6
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;1974;10556;0;;;;2018;8
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;216781;0;;;;2019;7
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;1652;11331;1249;;;336;2019;4
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;27209;0;0;;;;2019;2
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;91370;0;0;;;;2018;11
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;255;3204;144;;;747;2018;6
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;0;;2020;6
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GENERAL;7000;0;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1065;2020;4
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;75580;0;0;;;;2018;12
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;4623;0;;;;2020;1
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;0;0;;747;5618;2018;12
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2123922;0;0;;;;2019;2
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;56116;0;;;;2019;8
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;20227;0;;;;2018;7
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;74590;;2019;11
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;46474;13767;0;;;2368;2018;8
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;CONTENEDORES;0;0;0;;275;;2020;12
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;9248;0;0;;;;2020;3
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;549;2791;0;;;6441;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;2500;7598;0;;;;2018;6
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2059;0;;;;2018;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;71519;0;;;;2020;7
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;185;1147;0;;;;2020;2
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;45505;0;0;;;;2018;6
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;12602;0;;;;2018;10
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;110732;157913;1022703;;;;2019;2
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;3112;2019;8
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;83007;0;0;;;;2018;5
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;12192;0;;;;2020;5
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;11895;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;68241;0;;;;2019;7
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;40518;0;;;;2019;6
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;21180;0;;;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;92;39259;0;;;1503;2018;5
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;180223;0;;;53667;2020;5
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;3336703;0;0;;;;2019;3
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;36937;0;;;;2019;3
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;81179;0;0;;;69462;2020;5
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;17078;0;;;;2019;1
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;22016;60800;413;;;;2019;10
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;46539;0;0;;;;2019;1
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;64884;0;;;;2018;8
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;13030;104;0;;;;2019;2
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;122745;187126;21059;;;;2020;2
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;121878;0;;;;2019;7
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;81964;127328;70067;;;548;2019;7
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;50354;0;;;;2020;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;216567;0;;;;2018;11
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;48460;0;;;;2020;12
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2462;0;;;;2018;3
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;1404;0;;;;2019;9
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;11373;0;0;;;;2018;4
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;120379;0;0;;;;2019;8
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;6294;2019;6
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;1099;5336;0;;;;2019;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;342033;0;0;;;;2019;10
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL SOLIDO DIFER. DE CARBON;0;0;0;;;121;2020;2
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;0;19118;0;;;;2018;2
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;116381;;2020;10
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;125;64095;0;;;;2018;4
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;2687;0;;;2557;2019;5
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;20447;0;;;;2018;11
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;981;2020;3
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;84517;;2020;12
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;858423;0;0;;;;2020;10
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2846;0;;;;2018;6
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;5424;0;0;;;786;2020;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;26435;18253;0;;;;2020;9
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;47934;0;0;;;;2018;8
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;6171;0;0;;;888;2019;6
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;CARBON AL GRANEL;24721;0;0;;;;2020;1
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;32938;0;;;;2019;3
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;90821;0;0;;;;2020;12
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;10290;0;;;;2018;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;267977;0;;;;2019;4
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;277693;0;;;;2019;2
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;145517;0;0;;;;2018;2
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;5291;2019;1
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;13644;4162;0;;;32110;2020;12
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;2093;10991;386;;;208;2019;10
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL SOLIDO DIFER. DE CARBON;0;21119;0;;;2470;2019;3
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;103951;0;0;;;;2020;6
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;125;;2019;5
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2263;0;;;;2018;1
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;0;33;233;;;;2020;8
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;29637;0;;;;2018;9
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;77;15743;0;;;;2020;5
CARTAGENA;SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.;GRANEL LIQUIDO;16852;0;0;;;;2018;3
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;2564;0;;;;2019;6
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;23986;0;;;;2019;1
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;759;2018;2
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;102558;0;;;;2019;4
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;595;2019;7
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;1163;0;;;;2018;2
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;128753;0;;;;2018;12
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;28525;0;;;;2020;7
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;0;10;0;;;;2018;1
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;12528;12891;94;;;;2020;12
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;207961;0;;;;2019;2
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;703;2020;4
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;1120;0;;;;2019;10
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;19777;0;;;;2018;9
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2408662;0;0;;;;2018;3
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;40920;0;;;;2018;10
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;2726;2020;9
